Source,Family,Genera,Species,Individuals Observed,Location,Longitude,Latitude,Country,Usual Pattern,Unusual Pattern,Pattern Notes,Iris color,Lifestage,Citation,Year,Notes
iNat,Hylidae,Pseudacris,Pseudacris regilla,1,"British Columbia, Canada",48.82841209,-123.554835,Canada,Green,Blue,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/4167010,2008,
iNat,Hylidae,Pseudacris,Pseudacris regilla,1,"British Columbia, Canada",49.00981389,-122.7453306,Canada,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/33610093,2019,
News or Social,Hylidae,Pseudacris,Pseudacris regilla,1,"California, USA",-119.4179,36.7783,USA,green,blue,whole body,,,http://now.humboldt.edu/news/rare-blue-frog-struts-its-stuff-at-nhm/,2008,
iNat,Hylidae,Pseudacris,Pseudacris regilla,1,"California, USA",41.0248,-123.6389917,USA,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/11347796,2018,
iNat,Hylidae,Pseudacris,Pseudacris regilla,1,"Oregon, USA",43.19805573,-124.027095,USA,Green,Blue,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/47818594,2020,
iNat,Hylidae,Pseudacris,Pseudacris regilla,1,"Oregon, USA",43.73805919,-122.446617,USA,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/75494304,2021,
iNat,Hylidae,Pseudacris,Pseudacris regilla,1,"Oregon, USA",45.3840077,-122.7639851,USA,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/33510,2011,
iNat,Hylidae,Pseudacris,Pseudacris regilla,1,"Oregon, USA",45.423175,-122.23548,USA,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/82372968,2021,
iNat,Hylidae,Pseudacris,Pseudacris regilla,1,"Oregon, USA",45.825569,-123.116138,USA,Green,Blue,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/100190747,2021,dead?
iNat,Hylidae,Pseudacris,Pseudacris regilla,1,"Washington, USA",47.82837645,-121.8278771,USA,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/85052790,2015,
iNat,Pyxicephalidae,Pyxicephalus,Pyxicephalus adspersus,1,South Africa,-24.6439779,28.69605699,South Africa,Green/Brown,Blue/Turquoise,Partial body ,N/A,Juvenile,https://www.inaturalist.org/observations/69823074,2021,
iNat,Bufonidae,Rhinella,Rhinella arenarum,1,Argentina,-38.08879,-63.435495,Argentina,Green/brown,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/100055190,2021,
News or Social,Bufonidae,Rhinella,Rhinella diptycha,1,"Caacupé, Paraguay",-57.1492,-25.3888,Paraguay,brown,blue,whole body,,,https://www.facebook.com/photo?fbid=10226104633551503&set=pcb.4749736815078229,2021,facebook ASIH page
News or Social,,,"""greenfrog""",1,"Maine, USA",-69.4455,45.2538,USA,green,blue,partial body,,,https://bangordailynews.com/2017/08/23/news/mid-maine/maine-boy-finds-rare-blue-frog-in-grandparents-pigpen/,2017,
News or Social,,,"""greenfrog""",1,"Michigan, USA",-85.6024,44.3148,USA,green,blue,partial body,,,https://www.record-eagle.com/news/go/rare-blue-frog-found-in-kingsley/article_46964fa8-2b1c-5ae8-94bc-7334cc6433af.html,2018,
News or Social,,,"""greenfrog""",1,"Nova Scotia, Canada",-63.5467,45.0778,Canada,green,blue,partial body,,,https://www.cbc.ca/news/canada/nova-scotia/rare-blue-coloured-green-frog-found-in-nova-scotia-backyard-pond-1.3120205,2015,
News or Social,,,"""greenfrog""",1,"Ontario, USA",-117.6509,34.0633,USA,green,turquoise,partial body,,,https://meadowhawk.wordpress.com/2018/07/14/a-blue-green-frog/,2018,
News or Social,,,"""greenfrog""",1,"Pennsylvania, USA",-82.9071,40.4173,USA,green,turquoise,partial body,,,https://www.post-gazette.com/local/neighborhood/2019/09/16/Us-column-blue-frog-lobster-Fawn-Township-sweat-lodge-Lakota/stories/201909160033,2019,
News or Social,,,"""greenfrog""",1,"Quebec, Canada",56.1304,-106.3468,Canada,green,turquoise,whole body,,,https://www.infodimanche.com/actualites/actualite/317209/la-grenouille-bleue-du-parc-des-chutes#,2017,
News or Social,,,"""greenfrog""",1,"Wisconsin, USA",-88.7879,43.7844,USA,green,turquoise,partial body,,,https://www.postcrescent.com/story/life/2015/07/28/blue-frogs-among-summers-colorful-surprises/30780675/,2015,
News or Social,,,"""treefrog""",1,"Ontario, USA",-117.6509,34.0633,USA,green,blue,whole body,,,https://www.intelligencer.ca/news/blue-frog-shows-bell-creek-needs-protection-says-resident,2021,
